iter	MultiClass
409	0.749918499
410	0.7489650054
411	0.7479869607
412	0.7470365836
413	0.7459483541
414	0.7452673883
415	0.7440027444
416	0.7430682954
417	0.7416872934
418	0.7407318372
419	0.7397117594
420	0.7386300205
421	0.7380867622
422	0.7369746915
423	0.7363549847
424	0.7356766971
425	0.7349728292
426	0.7343375463
427	0.7333108072
428	0.732726165
429	0.7319791897
430	0.7310252088
431	0.7305520312
432	0.7296896748
433	0.7287762955
434	0.7282307225
435	0.7273645612
436	0.7267512678
437	0.7257850204
438	0.7244217451
439	0.7233719691
440	0.7230214219
441	0.7219213795
442	0.7206166292
443	0.7202492246
444	0.7195213734
445	0.718532916
446	0.7179645101
447	0.7171076817
448	0.716446559
449	0.7159486366
450	0.7147114562
451	0.7137761187
452	0.7130538848
453	0.7124718758
454	0.7117742492
455	0.7108712759
456	0.7100302459
457	0.7088419531
458	0.7076447814
459	0.7062920071
460	0.7053692326
461	0.7046061387
462	0.7038055345
463	0.7032418333
464	0.7024068491
465	0.7017565139
466	0.7010113116
467	0.7003529874
468	0.7000793811
469	0.6994464236
470	0.6989756071
471	0.6981419993
472	0.6971198443
473	0.6963747352
474	0.6955829922
475	0.6949784255
476	0.6944471005
477	0.6939179746
478	0.6930671606
479	0.6920966437
480	0.6915937695
481	0.6906019092
482	0.6903148616
483	0.689800421
484	0.6888547112
485	0.688264577
486	0.6876709833
487	0.6866387872
488	0.6859913028
489	0.6852650937
490	0.6844848678
491	0.6833047199
492	0.682324337
493	0.6817503954
494	0.6806240511
495	0.6801288751
496	0.6795190482
497	0.6782304883
498	0.6769967739
499	0.6763113436
500	0.6753312606
501	0.6749861259
502	0.6744940212
503	0.6740165416
504	0.6733445868
505	0.6726894886
506	0.6718701663
507	0.6714675677
508	0.6709886225
509	0.6702017099
510	0.6695826132
511	0.6689509666
512	0.6683997944
513	0.6675459981
514	0.6667427814
515	0.6661573123
516	0.6654136334
517	0.6646351868
518	0.664086802
519	0.6632922817
520	0.6623698919
521	0.6618374556
522	0.6605603355
523	0.6595500241
524	0.658641392
525	0.6576226723
526	0.6566224977
527	0.6555081319
528	0.654864557
529	0.6544319134
530	0.6536451434
531	0.6529837405
532	0.652064609
533	0.651432334
534	0.6505043151
535	0.6499869165
536	0.6488749747
537	0.6483009867
538	0.647545587
539	0.6471607623
540	0.6467564445
541	0.6462213163
542	0.6457075454
543	0.6447269738
544	0.6437802201
545	0.6433362334
546	0.6428882797
547	0.6419511199
548	0.6415506983
549	0.641078447
550	0.6405325601
551	0.6394203124
552	0.638688956
553	0.6377853148
554	0.6369153984
555	0.636566284
556	0.6360168095
557	0.6353600206
558	0.6345443691
559	0.6338236234
560	0.6332036331
561	0.63238081
562	0.6316619592
563	0.6308198541
564	0.6301958432
565	0.6294643114
566	0.6289253131
567	0.6279291093
568	0.6273567483
569	0.6268810515
570	0.6264634569
571	0.6261183745
572	0.6254378308
573	0.6248861742
574	0.6243073197
575	0.6237634395
576	0.6229798682
577	0.6222489564
578	0.6215257456
579	0.6209458099
580	0.6205462554
581	0.6198816724
582	0.6193375419
583	0.6184482991
584	0.6173400992
585	0.6168596349
586	0.6164544946
587	0.6160017172
588	0.6150758243
589	0.6146692027
590	0.6139906592
591	0.6130809934
592	0.6123459205
593	0.6117582331
594	0.6115795298
595	0.6109544699
596	0.6102594819
597	0.6095371965
598	0.6087964523
599	0.6081000818
600	0.607403702
601	0.6067402579
602	0.6064578016
603	0.605900516
604	0.6052350576
605	0.6045233241
606	0.6040968547
607	0.6033827648
608	0.602312252
609	0.6015697783
610	0.6007950585
611	0.6003335367
612	0.5995679631
613	0.5990785681
614	0.5985465204
615	0.5977369809
616	0.5971424711
617	0.5966300758
618	0.5957601037
619	0.5947878358
620	0.594347806
621	0.5939638924
622	0.5934246914
623	0.5928210508
624	0.5923472235
625	0.5915206877
626	0.5907711564
627	0.5901233155
628	0.5889761501
629	0.588011612
630	0.5875792436
631	0.586987356
632	0.5865579862
633	0.5862309932
634	0.5856922056
635	0.5852110764
636	0.5841326691
637	0.5839154103
638	0.5832040578
639	0.5825445587
640	0.5818887621
641	0.5815919069
642	0.5806912886
643	0.5802601526
644	0.5793079432
645	0.5789831872
646	0.5786780168
647	0.5779120884
648	0.5774939716
649	0.5769512981
650	0.5764096746
651	0.5755555714
652	0.5750575892
653	0.5743856326
654	0.5738661282
655	0.5732232588
656	0.5728344745
657	0.5720842369
658	0.5712046745
659	0.5707025404
660	0.5701306407
661	0.5692077575
662	0.5686053921
663	0.567748245
664	0.567143135
665	0.5666379103
666	0.5664203238
667	0.5656571342
668	0.5653205264
669	0.5648687283
670	0.564486271
671	0.5638366618
672	0.5635244032
673	0.5628380279
674	0.5623258175
675	0.5617705509
676	0.5610865861
677	0.5604820756
678	0.5599302043
679	0.5590987866
680	0.5586903981
681	0.558065802
682	0.5575053159
683	0.5571001726
684	0.556406072
685	0.5560510742
686	0.5552394972
687	0.5545745526
688	0.5541107347
689	0.5535490926
690	0.5531703361
691	0.5525296213
692	0.5518890501
693	0.5516823281
694	0.5513479811
695	0.5508159439
696	0.5504264431
697	0.5500176859
698	0.5493154097
699	0.5486120661
700	0.5483052961
701	0.5474445489
702	0.5467911124
703	0.5461119272
704	0.5456155645
705	0.5445888979
706	0.5442954669
707	0.5439740458
708	0.5434006498
709	0.5430451365
710	0.542805996
711	0.5418836013
712	0.5415006381
713	0.5409302887
714	0.5401899446
715	0.5399367278
716	0.5393069556
717	0.5387211903
718	0.5382804774
719	0.5376675934
720	0.537281236
721	0.5369139562
722	0.5361338815
723	0.5355530874
724	0.535280191
725	0.5348368098
726	0.5341214956
727	0.5337672639
728	0.5334350868
729	0.5332491366
730	0.5325937927
731	0.5321129875
732	0.5314402752
733	0.5308868239
734	0.5302505922
735	0.5297592803
736	0.528528376
737	0.5281226238
738	0.5276180822
739	0.5272127133
740	0.5266278598
741	0.5258378222
742	0.5254811164
743	0.5251714898
744	0.5247338543
745	0.5240443228
746	0.5237702043
747	0.523134044
748	0.5225195252
749	0.5221971835
750	0.5217758353
751	0.5212459855
752	0.5208417989
753	0.5202915868
754	0.519990007
755	0.519250189
756	0.5189941197
757	0.5186907382
758	0.5178415698
759	0.5172433124
760	0.5169780921
761	0.5164704507
762	0.5159951351
763	0.5153074497
764	0.5145553318
765	0.5140520297
766	0.513840564
767	0.5135573288
768	0.5129105406
769	0.5123395797
770	0.5120757717
771	0.5117199721
772	0.5111348993
773	0.5107013135
774	0.5102478788
775	0.5094276461
776	0.5089609513
777	0.5084834193
778	0.5079322675
779	0.5073583259
780	0.5069873969
781	0.5066126233
782	0.5061078893
783	0.5056242948
784	0.5051646885
785	0.5042974868
786	0.503797523
787	0.5031425148
788	0.5025944623
789	0.5022826393
790	0.5018799937
791	0.5011287462
792	0.500569549
793	0.4998454478
794	0.4993596531
795	0.4990548135
796	0.4983712344
797	0.4976695849
798	0.4972874748
799	0.4968460877
800	0.4964706022
801	0.495934845
802	0.4955431853
803	0.4949907992
804	0.4944077793
805	0.4939847902
806	0.4937045935
807	0.4931748052
808	0.4927888367
809	0.4923531687
810	0.4918744685
811	0.491560537
812	0.491009283
813	0.4904533591
814	0.4898634509
815	0.4893526489
816	0.488634614
817	0.4881389929
818	0.4874915341
819	0.4872661148
820	0.4868740406
821	0.4864633392
822	0.4860286505
823	0.4857953817
824	0.485011552
825	0.4844090106
826	0.4839829163
827	0.483648733
828	0.4833782392
829	0.4828981493
830	0.4823799929
831	0.4820469419
832	0.4817308904
833	0.4813915635
834	0.4810534214
835	0.4807793608
836	0.4804866733
837	0.4800689727
838	0.4798623955
839	0.4793488963
840	0.4787998746
841	0.4784137255
842	0.4781795333
843	0.4776512639
844	0.4771663205
845	0.4767487889
846	0.4761591093
847	0.4756589259
848	0.4751804982
849	0.4743280004
850	0.4739767392
851	0.473702348
852	0.4734643731
853	0.4732388144
854	0.4727196212
855	0.4718459586
856	0.4715482332
857	0.4712823274
858	0.4708356283
859	0.4701599958
860	0.4696235061
861	0.4691369293
862	0.4688941954
863	0.4684066283
864	0.467935409
865	0.4673037072
866	0.4669643098
867	0.4664035492
868	0.4660569844
869	0.4655661179
870	0.4647895124
871	0.4644326394
872	0.4636720217
873	0.4630410196
874	0.4624964276
875	0.4621636032
876	0.4617608583
877	0.4613992481
878	0.4610315331
879	0.4606894506
880	0.4603598544
881	0.4601571382
882	0.4599096067
883	0.4595248485
884	0.4592354574
885	0.4586447153
886	0.4583157543
887	0.4580004971
888	0.4575049678
889	0.4570846222
890	0.4568221745
891	0.456479149
892	0.456130126
893	0.4558942836
894	0.4554005318
895	0.4549705797
896	0.4544918827
897	0.454026965
898	0.4533556746
899	0.4530367873
900	0.4528169345
901	0.4523144421
902	0.4520509486
903	0.4516789974
904	0.4511598063
905	0.45083362
906	0.4505790553
907	0.4501732353
908	0.4499278549
909	0.4494184398
910	0.4488825255
911	0.4485225444
912	0.4482790184
913	0.4480520262
914	0.4478079587
915	0.447404644
916	0.4468836956
917	0.4463429501
918	0.4460104169
919	0.4456567742
920	0.4453138505
921	0.4450906913
922	0.4448118731
923	0.4443190316
924	0.4441572486
925	0.4436896261
926	0.4432643374
927	0.443031862
928	0.4426343567
929	0.4421246557
930	0.441548187
931	0.4412447249
932	0.4408777312
933	0.4404570719
934	0.4401111721
935	0.4398152008
936	0.4393468976
937	0.4389619806
938	0.4386568535
939	0.4382825948
940	0.437969158
941	0.4376066105
942	0.4371706649
943	0.4366966348
944	0.4362353209
945	0.4357641528
946	0.4354958655
947	0.4350657111
948	0.4348729055
949	0.4344894034
950	0.4340402692
951	0.4336730661
952	0.4332441124
953	0.4328414399
954	0.4325280173
955	0.4320836622
956	0.4317082277
957	0.4313801425
958	0.4309583833
959	0.430445171
960	0.4300712642
961	0.4295783302
962	0.4290281825
963	0.4285187117
964	0.4281303112
965	0.4275865184
966	0.4269297788
967	0.4266153775
968	0.4264335161
969	0.4259188435
970	0.4253725659
971	0.4249417722
972	0.4245253793
973	0.4237939224
974	0.4233464919
975	0.4229130573
976	0.4222699905
977	0.421814125
978	0.4214260204
979	0.4209904792
980	0.4206589477
981	0.4203755319
982	0.4201306304
983	0.4196319501
984	0.4193923849
985	0.4191298353
986	0.4185729561
987	0.4181152351
988	0.4177930873
989	0.4175139839
990	0.4169117531
991	0.4164278909
992	0.4160266535
993	0.4157098652
994	0.4151995444
995	0.4149064191
996	0.4142395346
997	0.4137814053
998	0.4134107529
999	0.4130153637
